mark,model,description,model_id
NISSAN,Juke,1.0 DIG-T 117ch Tekna DCT 2021,4840
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV Titanium e-CVT,4841
KIA,Xceed,1.4 T-GDI 140ch Launch Edition DCT7,4842
TOYOTA,Corolla,122h Dynamic,4843
PORSCHE,911 Coupe,Turbo S,4844
DACIA,Duster,1.0 TCe 90ch 15 ans 4x2 - E6U,4845
RENAULT,Megane Estate,1.5 Blue dCi 115ch Business Intens EDC,4846
BMW,X3,sDrive18dA 150ch xLine,4847
SEAT,Ibiza,1.0 EcoTSI 95ch Style Business,4848
OPEL,Corsa,1.4 Turbo 100ch Cosmo Start/Stop 5p,4849
PEUGEOT,3008,1.2 PureTech 130ch S&S STYLE EAT8,4850
CITROEN,Berlingo,M BlueHDi 130ch S&S Feel 114g,4851
SKODA,Octavia Combi,2.0 TDI 150ch Business DSG7 Euro6d-AP,4852
RENAULT,Clio,0.9 TCe 90ch energy Intens Euro6 2015,4853
LEXUS,Nx,300h 2WD Luxe MM19,4854
DS,Ds 4,PureTech 130ch Bastille + Automatique,4855
PEUGEOT,308,1.5 BlueHDi 130ch S&S Allure EAT6,4856
TOYOTA,C-Hr,184h Edition 2WD E-CVT MY22,4857
AUDI,Q2,30 TDI 116ch Design,4858
DACIA,Sandero,0.9 ECO-G 90ch Stepway,4859
PEUGEOT,3008,2.0 BlueHDi 180ch S&S GT Line EAT8,4860
MERCEDES,Cla Shooting Brake,180 d 2.0 116ch AMG Line,4861
HYUNDAI,Tucson,2.0 CRDI 136ch Executive 2WD,4862
OPEL,Astra,1.2 Turbo 130ch Elegance BVA8,4863
NISSAN,X-Trail,dCi 150ch Tekna Xtronic Euro6d-T,4864
NISSAN,Qashqai,1.3 Mild Hybrid 140ch 6MT 2WD VISIA Roue de secours,4865
DACIA,Logan,0.9 TCe 90ch Essentiel - 19,4866
BMW,Serie 2 Active Tourer,218dA 150ch Luxury,4867
DACIA,Logan Mcv,0.9 TCe 90ch Techroad - 19,4868
DACIA,Sandero,0.9 TCe 90ch Advance,4869
CITROEN,Berlingo,M PureTech 130ch S&S Shine EAT8 E6.d,4870
MINI,Mini,One 102ch Chili II,4871
PORSCHE,Macan,3.0 V6 354ch S PDK,4872
OPEL,Crossland X,1.2 Turbo 110ch Innovation Business Euro 6d-T,4873
RENAULT,Captur,1.3 TCe 140ch FAP RS Line EDC -21B,4874
DS,Ds 4,E-TENSE 225ch Performance Line,4875
PEUGEOT,2008,1.5 BlueHDi 110ch S&S Active Business,4876
CITROEN,Jumpy,M BlueHDi 120 Confort S&S E6.d-TEMP,4877
CITROEN,C1,VTi 72 S&S Feel E6.d,4878
RENAULT,Megane,1.2 TCe 100ch energy Limited,4879
SKODA,Octavia Combi,2.0 TDI 200ch RS DSG7,4880
DACIA,Spring,Essential,4881
RENAULT,Captur,1.6 E-Tech hybride 145ch RS Line,4882
AUDI,A8,60 TFSI e 462ch Avus Extended quattro tiptronic 8,4883
AUDI,A5,2.0 TFSI 252ch Avus quattro S tronic 7,4884
BMW,Ix,xDrive50 523ch Edition Sport,4885
HYUNDAI,Tucson,1.6 T-GDi 230ch Hybrid N Line Executive BVA6,4886
CITROEN,Grand C4 Spacetourer,BlueHDi 130ch S&S Business E6.d-TEMP,4887
RENAULT,Megane Estate,1.5 Blue dCi 115ch Intens EDC - 20,4888
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV ST-Line X e-CVT 8cv,4889
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Active Business S&S 111g,4890
BMW,Ix,M60 619ch,4891
RENAULT,Clio,0.9 TCe 75ch energy Limited 5p Euro6c,4892
RENAULT,Scenic,1.2 TCe 130ch energy Bose Euro6,4893
DS,Ds 3 Crossback,PureTech 155ch Performance Line + Automatique 114g,4894
LAND-ROVER,Range Rover,3.0 P510e 510ch PHEV HSE SWB,4895
PEUGEOT,Partner,M 1000kg BlueHDi 100ch S&S,4896
PORSCHE,Panamera,4.0 V8 550ch Turbo,4897
MERCEDES,Classe C Coupe,250 d 204ch Sportline 9G-Tronic,4898
MERCEDES,Eqa,250 190ch Limited Edition,4899
RENAULT,Twingo,1.0 SCe 65ch Zen,4900
SUZUKI,Ignis,1.2 Dualjet Hybrid 90ch Pack Allgrip Euro6d-T,4901
FORD,Mustang Mach-E,Extended Range 99kWh 487ch AWD GT,4902
RENAULT,Trafic Combi,L2 1.6 dCi 145ch energy Intens 8 places,4903
DS,Ds 3 Crossback,PureTech 130ch Performance Line + Automatique,4904
PEUGEOT,3008,3008 ALLURE PURETECH 130CH S&S BVM6,4905
JAGUAR,E-Pace,2.0D 180ch S AWD,4906
PEUGEOT,Expert,M 2.0 BlueHDi 145ch S&S EAT8,4907
SKODA,Fabia Combi,1.0 TSI 95ch Monte Carlo Euro6d-T,4908
BMW,X6,xDrive 30dA 258ch M Sport,4909
TOYOTA,C-Hr,184h GR-Sport 2WD E-CVT MY22,4910
BMW,Serie 3 Touring,330iA 258ch M Sport,4911
PEUGEOT,208,1.6 THP 208ch GTi by Peugeot Sport S&S 3p,4912
TOYOTA,C-Hr,184h Collection 2WD E-CVT MY22,4913
AUDI,A6 Avant,40 TDI 204ch Business Executive S tronic 7,4914
PEUGEOT,2008,1.5 BlueHDi 110ch S&S Roadtrip,4915
PEUGEOT,308,1.2 PureTech 110ch E6.c S&S Active 108g,4916
VOLKSWAGEN,Golf,1.5 TSI EVO 150ch Carat DSG7 Euro6d-T 5p,4917
VOLKSWAGEN,T-Roc,1.6 TDI 115ch Lounge Euro6d-T,4918
PEUGEOT,508,PureTech 180ch S&S Allure EAT8,4919
CITROEN,C4,1.5 BlueHDi 130ch S&S SHINE PLUS Automatique,4920
FIAT,Tipo,1.4 95ch Pop 5p,4921
VOLKSWAGEN,T-Roc,2.0 TDI 150ch R-Line DSG7,4922
PEUGEOT,2008,1.5 BlueHDi 110ch S&S Active Business 5cv,4923
FORD,Kuga,1.5 EcoBlue 120ch Titanium BVA,4924
MINI,Countryman,Cooper D 150ch Northwood,4925
MINI,Countryman,Cooper SE 136ch + 88ch JCW ALL4 BVA,4926
PORSCHE,Panamera Sport Turismo,2.9 V6 560ch 4S E-Hybrid,4927
VOLKSWAGEN,Polo,1.0 TSI 95ch Business Euro6d-T,4928
SKODA,Octavia,1.5 TSI ACT 150ch Business,4929
VOLKSWAGEN,Tiguan,2.0 TDI 150ch Carat Euro6d-T,4930
AUDI,Q5,35 TDI 163ch Design S tronic 7,4931
RENAULT,Espace,2.0 Blue dCi 160ch Intens EDC,4932
RENAULT,Zoe,Intens charge rapide Q90 MY19,4933
RENAULT,Master,F3300 L2H2 2.3 Blue dCi 135ch Confort Euro6,4934
ALFA ROMEO,Giulia,2.2 JTD 190ch Sprint AT8 MY20,4935
NISSAN,Leaf,150ch 40kWh 10ème Anniversaire 21,4936
PORSCHE,Cayenne Coupe,4.0 V8 680ch Turbo S E-Hybrid Euro6d-T-EVAP-ISC,4937
MG,Mg4,EV 245ch - 77kWh Luxury MY23,4938
CHEVROLET,Corvette,6.2 V8 466ch 2LT AT8,4939
PEUGEOT,308,1.5 BlueHDi 130ch S&S Active,4940
CITROEN,C3,PureTech 82ch ELLE,4941
KIA,Ceed,1.6 CRDI 136ch MHEV Active,4942
NISSAN,Qashqai,e-POWER 190ch - 2WD N-CONNECTA Pack Design + Roue de secours,4943
BMW,X1,sDrive16dA 116ch xLine DKG7 Euro6d-T,4944
BMW,X1,sDrive18iA 140ch xLine DKG7 Euro6d-T,4945
SUZUKI,Ignis,1.2 Dualjet Hybrid 90ch Pack Euro6d-T,4946
DACIA,Dokker,1.5 Blue dCi 95ch Stepway,4947
MERCEDES,Classe C Break,63 AMG S Speedshift MCT AMG,4948
DACIA,Sandero,0.9 TCe 90ch Stepway Prestige,4949
PEUGEOT,308 Sw,1.2 PureTech 130ch E6.3 S&S GT Line EAT8,4950
HONDA,Civic,1.0 i-VTEC 129ch Exclusive Premium CVT 5p,4951
NISSAN,Leaf,109ch 30kWh Tekna,4952
TOYOTA,Proace City Verso,Medium 1.2 130 VVT-i Design BVA,4953
PEUGEOT,308,1.6 BlueHDi 120ch Allure S&S 5p,4954
NISSAN,Juke,1.0 DIG-T 117ch Tekna DCT7,4955
AUDI,A5 Sportback,40 TFSI 204ch S Edition quattro S tronic 7,4956
HYUNDAI,I20,1.2 84 Creative,4957
KIA,Rio,1.0 T-GDI 100ch ISG Premium,4958
MINI,Countryman,Cooper 136ch Oakwood BVA7 Euro6d-T,4959
DACIA,Duster,1.6 SCe 115ch 2017 4X2,4960
RENAULT,Clio,1.0 TCe 90ch Air Nav - 21,4961
LAND-ROVER,Range Rover Evoque,1.5 P300e 309ch HSE AWD BVA 11cv,4962
BMW,X7,40dA xDrive 340ch M Sport,4963
PEUGEOT,4008,1.6 HDi115 Style STT 4WD E6,4964
NISSAN,Qashqai,1.3 Mild Hybrid 140ch Acenta,4965
MERCEDES,Sprinter,314 CDI 43 3T5 First Propulsion Lourd,4966
MERCEDES,Cle Coupe,220 d 197ch AMG Line 9G-Tronic,4967
PEUGEOT,5008,1.2 PureTech 130ch E6.3 GT Line S&S EAT8,4968
KIA,Picanto,1.2 84ch X Line Euro6d-T,4969
NISSAN,Primastar,L2H1 3t1 2.0 dCi 130ch First Edition,4970
TOYOTA,Yaris,70 VVT-i Design 5p,4971
OPEL,Combo Cargo,130 CV BVA8,4972
MERCEDES,Vito,119 CDI Mixto Extra-Long Pro Propulsion 9G-Tronic,4973
RENAULT,Twingo,0.9 TCe 95ch Intens Carplay Clim 35300Kms Gtie 1an,4974
MINI,Mini,One 102ch Shoreditch,4975
MINI,Countryman,Cooper S 192ch Longstone BVA7 130g,4976
PEUGEOT,108,VTi 72 Active S&S 4cv 5p,4977
VOLKSWAGEN,Id.3,204ch Pro Performance 58 kWh,4978
AUDI,A5 Sportback,35 TFSI 150ch Avus S tronic 7,4979
ALFA ROMEO,Stelvio,2.2 Diesel 190ch Super AT8 MY19,4980
MERCEDES,Classe C Break,220 d Fascination,4981
LEXUS,Rx,500h 4WD F SPORT Executive MY24,4982
MERCEDES,Gla,220 d Sensation 7G-DCT,4983
CITROEN,C3,1.2 PureTech 110ch S&S Feel Pack 124g,4984
LAND-ROVER,Range Rover Evoque,2.0 P200 200ch Flex Fuel S,4985
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active Pack,4986
VOLKSWAGEN,Id. Buzz,ID. Buzz Cargo,4987
CITROEN,Jumpy,M 1.5 BlueHDi 100ch S&S Confort,4988
JEEP,Renegade,1.3 Turbo T4 240ch 4xe Upland AT6,4989
OPEL,Grandland,1.2 Turbo 130ch GS Line,4990
PEUGEOT,208,1.5 BlueHDi 100ch E6.c Signature BVM5 5p,4991
NISSAN,Micra,1.0 IG-T 100ch Visia Pack 2019,4992
PEUGEOT,208,1.5 BlueHDi 100ch S&S Premium Euro6c,4993
DACIA,Sandero,1.0 SCe 75ch Access - 20,4994
FORD,Fiesta,1.0 EcoBoost 100ch Stop&Start ST-Line 5p Euro6.2,4995
RENAULT,Zoe,Zen R90,4996
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Allure Business EAT8,4997
CITROEN,C4 Cactus,PureTech 110ch S&S Shine,4998
BMW,X2,sDrive18d 150ch Business Design Euro6d-T,4999
MINI,Clubman,One 102ch Euro6d-T,5000
HYUNDAI,Kona,Electric 64kWh - 204ch Executive,5001
RENAULT,Megane,1.2 TCe 100ch energy Business,5002
FORD,Puma,1.0 Flexifuel 125ch S&S mHEV ST-Line,5003
LAND-ROVER,Range Rover Evoque,2.0 D 150ch SE AWD BVA,5004
MERCEDES,Sprinter,311 CDI 37 3T5 First Propulsion Léger,5005
RENAULT,Kadjar,1.2 TCe 130ch energy Graphite EDC,5006
SKODA,Kamiq,1.0 TSI 95ch Business,5007
MERCEDES,Classe A,180 Inspiration 7G-DCT,5008
SMART,Fortwo Coupe,Electrique 82ch passion,5009
AUDI,A3 Cabriolet,1.4 TFSI 150ch ultra COD Ambition Luxe S tronic 7,5010
CITROEN,C3 Aircross,BlueHDi 120ch S&S C-Series EAT6,5011
VOLKSWAGEN,T-Roc,1.0 TSI 110ch Lounge Business,5012
VOLKSWAGEN,Polo,2.0 TSI 207ch GTI DSG7,5013
DS,Ds 3 Crossback,BlueHDi 100ch Chic 97g,5014
RENAULT,Scenic,1.5 dCi 110ch energy Bose eco²,5015
DS,Ds 4,BlueHDi 120ch Business S&S EAT6,5016
AUDI,Q2,35 TFSI 150ch S line plus S tronic 7,5017
FIAT,500,1.0 70ch BSG S&S Cult,5018
RENAULT,Megane,IV TCE 130 ENERGY ZEN,5019
RENAULT,Kangoo,1.5 Blue dCi 95ch Business 5cv,5020
FORD,Focus Active,1.5 EcoBlue 120ch Business,5021
BMW,X4,xDrive20dA 190ch Lounge Plus,5022
AUDI,A3,1.4 TFSI CoD 150ch Design luxe S tronic 7,5023
OPEL,Mokka,1.5 D 110ch GS Line,5024
LAND-ROVER,Range Rover Sport,4.4 P635 635ch Dynamic SV Edition One Obsidian Black Gloss,5025
CITROEN,Jumper,30 L1H1 2.2 BlueHDi 120 S&S Driver,5026
PEUGEOT,208,1.2 PureTech 75ch S&S STYLE,5027
PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8 7cv,5028
JEEP,Grand Cherokee,6.4 V8 HEMI 468ch SRT BVA8,5029
MERCEDES,Cla Shooting Brake,200 163ch AMG Line 7G-DCT 9cv,5030
VOLKSWAGEN,Golf,1.5 TSI ACT OPF 130ch Life 1st,5031
FIAT,Tipo Cross,1.0 FireFly Turbo 100ch S/S Cross,5032
MINI,Countryman,One 102ch Exquisite BVA7 Euro6d-T,5033
VOLKSWAGEN,Polo,1.0 TSI 95ch Lounge Business Euro6d-T,5034
RENAULT,Arkana,1.6 E-Tech hybride 145 Engineered Bose Toit Ouvrant Gtie 07/2025,5035
MINI,Mini,Cooper 136ch Chili II BVA,5036
FORD,Fiesta,1.0 EcoBoost 100ch Stop&Start Trend 5p Euro6.2,5037
JAGUAR,E-Pace,2.0D 180ch R-Dynamic SE AWD BVA9 9cv,5038
MINI,Mini,Cooper SE 184ch mosaert BVA,5039
VOLKSWAGEN,Golf,2.0 TDI 150ch FAP Confortline DSG7 Euro6d-T 5p 8cv,5040
ABARTH,500,1.4 Turbo T-Jet 165ch F595 MY21,5041
BMW,Serie 4 Cabriolet,420iA 184ch Sport,5042
RENAULT,Scenic,1.3 TCe 115ch FAP Business 134g,5043
VOLKSWAGEN,Polo,1.0 TSI 95ch Connect DSG7 Euro6d-T,5044
PEUGEOT,3008,SUV 3008 Crossway PureTech 130 S&S EAT8,5045
BMW,X1,sDrive20iA 192ch M Sport DKG7,5046
PEUGEOT,508 Sw,2.0 BlueHDi 180ch FAP GT EAT6,5047
CITROEN,Jumpy,XL 2.0 BlueHDi 180ch S&S Cabine Approfondie Fixe Driver EAT8,5048
LAND-ROVER,Range Rover,5.0 V8 S/C 565ch SV Autobiography Dynamic SWB Mark X,5049
CITROEN,C4 Cactus,BlueHDi 100 Shine,5050
BMW,Serie 3,316dA MH 122ch M Sport,5051
HYUNDAI,Tucson,1.7 CRDI 115ch Creative 2WD,5052
RENAULT,Clio,IV 1.2 TCe 120ch energy Intens EDC Euro6 2015,5053
DS,Ds 3 Cabrio,PureTech 110ch So Chic S&S EAT6,5054
BMW,Serie 1,118i 140ch M Sport,5055
DACIA,Logan,1.0 SCe 75ch Lauréate,5056
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch Carat Exclusive DSG7 S&S,5057
RENAULT,Clio,1.2 TCe 120ch energy Initiale Paris EDC 5p,5058
OPEL,Combo Cargo,M 650kg BlueHDi 100ch S&S Flexcargo Pack Business Connect,5059
CITROEN,C3,PureTech 110ch ELLE S&S E6.d-TEMP,5060
MERCEDES,Classe A,180d 116ch Progressive Line,5061
PEUGEOT,Expert,Compact 2.0 BlueHDi 180ch Premium Pack S&S EAT6,5062
LEXUS,Rz,450e Luxe,5063
PEUGEOT,508,HYBRID 180ch Allure e-EAT8,5064
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Active Business S&S,5065
NISSAN,Leaf,150ch 40kWh Visia,5066
FORD,Transit Custom,300 L1H1 2.0 EcoBlue 170 S&S Limited BVA6,5067
BMW,X1,xDrive25iA 231ch xLine,5068
VOLKSWAGEN,Transporter,2.8T L1H1 2.0 TDI 150ch Business Plus DSG7,5069
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,5070
TOYOTA,Corolla,122h GR Sport MY20,5071
RENAULT,Clio,1.5 Blue dCi 85ch Air Nav,5072
DACIA,Lodgy,1.3 TCe 100ch FAP Essentiel 7 places E6D-Full,5073
BMW,Serie 8,M850i 530ch xDrive,5074
OPEL,Astra,1.6 CDTI 136ch Start&Stop Innovation,5075
HYUNDAI,Tucson,1.6 T-GDi 265ch PHEV Executive BVA6 HTRAC,5076
LAND-ROVER,Range Rover Evoque,2.0 P 200ch Flex Fuel R-Dynamic S AWD BVA,5077
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Business 7cv,5078
RENAULT,Clio,TCe 90 X-Tronic Evolution,5079
OPEL,Grandland X,1.2 Turbo 130ch Elegance Business BVA8,5080
AUDI,Q3,35 TFSI 150ch Design Luxe S tronic 7,5081
RENAULT,Megane,1.3 TCe 140ch FAP Limited EDC,5082
MERCEDES,Gle,350 d 258ch Sportline 4Matic 9G-Tronic Euro6c,5083
DACIA,Sandero,1.0 ECO-G 100ch 15 ans,5084
HYUNDAI,Tucson,1.6 CRDI 136ch Premium DCT-7 Euro6d-Evap,5085
MAZDA,Mazda2,1.5 e-SKYACTIV G M Hybrid 90ch Elégance 2022,5086
BMW,Serie 2 Active Tourer,218i 136ch Active Tourer DKG7,5087
NISSAN,Juke,1.0 DIG-T 117ch Première Edition,5088
AUDI,A3 Sportback,40 TDI 200ch S line quattro S tronic 7,5089
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 3p,5090
SEAT,Arona,1.0 TSI 110ch Copa DSG7,5091
MITSUBISHI,Space Star,1.2 MIVEC 80ch AS&G Intense 2019.5,5092
KIA,Sportage,1.7 CRDi 115ch ISG Active 4x2,5093
FORD,Tourneo Courier,1.5 TD 100ch Trend,5094
RENAULT,Megane Estate,1.3 TCe 140ch FAP Intens,5095
CITROEN,Berlingo,BlueHDi 100ch Shine S&S,5096
CITROEN,Jumper,33 L2H1 2.2 BlueHDi 140 S&S Driver,5097
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch R-Line DSG7 S&S,5098
CITROEN,C5 Aircross,PureTech 180ch S&S Feel EAT8,5099
CITROEN,C3,PureTech 110ch Shine S&S E6.d,5100
MERCEDES,Classe C Break,200 d 2.2 Sportline 7G-Tronic Plus,5101
MERCEDES,Classe C Break,220 d 200ch AMG Line,5102
CITROEN,Jumper,35 L1H1 2.2 BlueHDi 140 S&S Club,5103
AUDI,A3 Berline,1.5 TFSI 150 S line S tronic 7 64950Kms Gtie 1an,5104
OPEL,Adam,1.4 Twinport 87ch Black Edition Start/Stop,5105
RENAULT,Clio,1.6 T 220ch RS Trophy EDC 5p,5106
CITROEN,C4 Spacetourer,BlueHDi 130ch S&S Business E6.d-TEMP,5107
SEAT,Arona,1.0 EcoTSI 95ch Start/Stop Style Euro6d-T,5108
RENAULT,Zoe,Life charge normale R75 Achat Intégral,5109
RENAULT,Kadjar,1.5 Blue dCi 115ch Techno EDC,5110
FIAT,Tipo Cross,1.0 FireFly Turbo 100ch S/S Pack,5111
OPEL,Astra,1.2 Turbo 145ch Ultimate 8cv,5112
FIAT,Tipo,1.4 95ch Lounge 5p,5113
FORD,Edge,2.0 TDCi 180ch Titanium i-AWD,5114
PEUGEOT,2008,1.5 BlueHDi 110ch S&S GT,5115
RENAULT,Captur,0.9 TCe 90ch energy Business Euro6c,5116
AUDI,A5 Sportback,40 TFSI 204ch Design S tronic 7,5117
CITROEN,C5 Aircross,BlueHDi 130ch S&S Business EAT8,5118
BMW,X2,sDrive16d 116ch M Sport X,5119
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta + Roue de secours,5120
ABARTH,500,1.4 Turbo T-Jet 160ch 595 Competizione BVA,5121
MERCEDES,Classe C Break,43 AMG 408ch 4Matic,5122
PEUGEOT,308,e-308 156ch Allure,5123
HYUNDAI,Tucson,1.6 CRDI 136ch hybrid 48V Business DCT-7 Euro6d-Evap,5124
FORD,Kuga,2.0 EcoBlue 150ch mHEV Vignale,5125
NISSAN,Qashqai,1.3 DIG-T 140ch Business Edition 2019 Euro6-EVAP,5126
DS,Ds 7 Crossback,PureTech 130ch Performance Line 120g,5127
FIAT,500c,1.0 70ch BSG S&S Dolcevita,5128
LAND-ROVER,Range Rover,3.0 P440e 440ch PHEV Autobiography LWB 28cv,5129
DACIA,Duster,1.5 Blue dCi 95ch Essentiel 4x2,5130
BMW,Serie 2 Coupe,218iA 136ch M Sport,5131
MASERATI,Levante,3.0 V6 430ch S Q4 GranSport,5132
CITROEN,C3,1.5 BlueHDi 100ch S&S Feel E6.d AUTO-ECOLE,5133
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Roadtrip EAT8,5134
SEAT,Ateca,1.0 TSI 110ch Start&Stop Style,5135
TOYOTA,Proace Verso,Long Electric 75kWh Dynamic RC21,5136
MERCEDES,Classe E,220 d 197+23ch AMG Line 9G-Tronic,5137
MINI,Mini,Cooper D 116ch Pack Chili BVA,5138
CITROEN,Jumpy,M 2.0 BlueHDi 180ch S&S Club EAT8,5139
BMW,X2,sDrive20dA 190ch M Sport X Euro6d-T,5140
HYUNDAI,I10,1.0 67ch BVR Edition #1,5141
AUDI,Q7,55 TFSI e 341ch Avus extended quattro Tiptronic 5 places,5142
DACIA,Duster,1.3 TCe 130ch FAP Black Collector 4x2,5143
RENAULT,Megane,1.6 E-Tech Plug-in 160ch RS Line,5144
NISSAN,Juke,2021.5 N-CONNECTA DIG-T 114 EU6d Full BVM + NissanConnect + Roue de Secours,5145
TOYOTA,C-Hr,2.0 Hybride 184ch GR Sport E-CVT,5146
MERCEDES,Classe B,180 136ch Style Line 7G-DCT,5147
OPEL,Astra Sports Tourer,1.6 D 136ch Innovation Automatique,5148
RENAULT,Megane,1.5 Blue dCi 115ch Business Intens,5149
TOYOTA,Proace City,Medium 100 D-4D Style RC23,5150
NISSAN,Qashqai,1.3 Mild Hybrid 140ch Shadow 2022,5151
HONDA,Jazz,1.3 i-VTEC 102ch Exclusive Navi CVT,5152
PEUGEOT,508,HYBRID 225ch GT Line e-EAT8 10cv,5153
NISSAN,Qashqai,1.5 dCi 115ch Tekna DCT 2019,5154
RENAULT,Megane,1.5 Blue dCi 115ch Business EDC - 20,5155
RENAULT,Trafic,L1H1 2T8 2.0 Blue dCi 130ch Confort E6E,5156
RENAULT,Grand Scenic,1.3 TCe 140ch FAP Intens 7cv,5157
BMW,Serie 1,116i 109ch Edition Sport DKG7,5158
PEUGEOT,508,HYBRID 225ch GT e-EAT8 10cv,5159
BMW,X3,M40i 354ch,5160
TOYOTA,Rav4,2.5 Hybride 222ch Dynamic AWD-i MY22,5161
DS,Ds 7 Crossback,BlueHDi 130ch Rivoli Automatique,5162
CITROEN,Berlingo Van,M 650kg BlueHDi 100 S&S Driver BVM5,5163
MERCEDES,Gle,350 de 194+136ch Avantgarde Line 4Matic 9G-Tronic,5164
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 5p MY21,5165
KIA,Ev6,229ch Air Design 2WD,5166
AUDI,Sq5,3.0 V6 BiTDI 326ch quattro Tiptronic,5167
MASERATI,Granturismo,4.7 460ch Sport,5168
LEXUS,Nx,300h 2WD Design MY21,5169
LAND-ROVER,Range Rover Sport,4.4 SDV8 339ch Autobiography Dynamic Mark V,5170
RENAULT,Kangoo,1.5 dCi 105ch 3p,5171
FORD,Transit 2t,T350 L2H2 2.0 EcoBlue 170ch S&S Trail,5172
AUDI,A4,35 TFSI 150ch Design S tronic 7,5173
RENAULT,Zoe,Intens charge rapide Q90,5174
FIAT,500c,1.2 8v 69ch Lounge,5175
CITROEN,C4,Moteur électrique 136ch (100 kW) Live Pack Business Automatique,5176
NISSAN,370z Roadster,3.7 V6 328ch Pack 2018,5177
KIA,Stonic,1.0 T-GDi 120ch ISG Active Euro6d-T,5178
CITROEN,Ds 5,2.0 BlueHDi180 Sport Chic S&S EAT6,5179
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Allure S&S 111g,5180
OPEL,Insignia Grand Sport,1.6 D 136ch Elite Auto,5181
FIAT,500x,1.0 FireFly Turbo T3 120ch Connect Edition,5182
KIA,Stonic,1.0 T-GDi 100ch MHEV Active iBVM6,5183
CITROEN,Jumper,L2H2 3.5 140ch BlueHDi S&S,5184
RENAULT,Scenic,1.5 dCi 110ch energy Limited,5185
FIAT,500,e 95ch Action,5186
PEUGEOT,308 Sw,1.2 PureTech 130ch S&S Allure EAT6,5187
BMW,X4,xDrive30d 265ch M Sport X,5188
KIA,Sportage,1.7 CRDi 115ch ISG GT Line 4x2,5189
MITSUBISHI,Space Star,1.0 MIVEC 71ch In 2020,5190
PORSCHE,Cayenne Coupe,4.0 V8 680ch Turbo S E-Hybrid,5191
RENAULT,Megane Cc,1.5 dCi 110ch FAP eco²,5192
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Style,5193
TOYOTA,Prius,136h Dynamic 15,5194
SEAT,Leon,1.0 TSI 110ch Style,5195
CITROEN,C3,PureTech 68ch Live,5196
RENAULT,Clio,1.5 dCi 90ch energy Business 82g 5p,5197
BMW,Serie 1,116d 116ch Business Design,5198
DS,Ds 9,Hybrid E-Tense 250ch Rivoli+ 22g,5199
BMW,X2,sDrive16d 116ch Lounge Euro6d-T,5200
CITROEN,C3,1.5 BlueHDi 100ch S&S AUTO ECOLE,5201
DACIA,Sandero,1.0 ECO-G 100ch Essentiel,5202
OPEL,Corsa,1.2 Twinport 85ch Graphite 3p,5203
VOLKSWAGEN,Touran,1.5 TSI EVO 150ch Confortline DSG7 7 places,5204
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV ST-Line X eCVT,5205
MERCEDES,Glc,350 e 211+116ch Fascination 4Matic 7G-Tronic plus,5206
VOLKSWAGEN,Transporter,2.8T L1H1 2.0 TDI 110ch Business,5207
FORD,Focus Active,1.0 EcoBoost 125ch 97g,5208
NISSAN,Qashqai,1.5 dCi 115ch N-Connecta DCT 2019 + Pack Design,5209
FORD,Kuga,2.0 TDCi 136ch DPF Titanium 4x4,5210
NISSAN,Micra,1.0 IG-T 92ch Kiiro 2021.5,5211
VOLKSWAGEN,Passat Sw,2.0 TDI EVO 122ch Life Plus DSG7,5212
JAGUAR,I-Pace,EV400 First Edition AWD,5213
MERCEDES,Classe A,160 109ch AMG Line,5214
VOLVO,Xc40,T5 Recharge 180 + 82ch Start DCT 7,5215
DS,Ds 4 Crossback,PureTech 130 Executive S&S,5216
RENAULT,Clio Estate,1.5 dCi 90ch energy Business EDC Euro6c,5217
AUDI,Q5,2.0 TDI 190ch Design quattro S tronic 7,5218
KIA,Ev6,229ch Air Active 2WD,5219
MASERATI,Quattroporte,3.0 V6 410ch Start/Stop S Q4,5220
FORD,Puma,1.5 EcoBlue 120ch ST-Line Vignale 6cv,5221
BMW,I3,170ch 120Ah iLife Atelier 5cv,5222
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Style + roue de secours,5223
MERCEDES,Vito,119 CDI Mixto Compact Select E6 Propulsion,5224
FORD,Focus Sw,1.0 EcoBoost 125ch Titanium 97g,5225
RENAULT,Scenic,1.7 Blue dCi 120ch Zen,5226
AUDI,A5,2.0 TDI 190ch S line S tronic 7,5227
